{
1: EpochData(learningRate=1.0, error={
'devtrain_loss_fer': 0.06594558658075074,
'train_loss_ce': 1.0162483991354865,
'train_loss_ctc_4': 1.4926183301472171,
'train_loss_ctc_8': 1.1866656825849655,
'train_loss_fer': 0.20254833443813797,
}),
194: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016452745,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 93652,
':meta:global_train_step_end': 94146,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-50-18 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5234781521106738,
'dev_loss_ctc_4': 0.8525597003799794,
'dev_loss_ctc_8': 0.6223590333921658,
'dev_loss_fer': 0.10198132543839672,
'devtrain_loss_ce': 0.3676630720952901,
'devtrain_loss_ctc_4': 0.6461116991969421,
'devtrain_loss_ctc_8': 0.41261249417511814,
'devtrain_loss_fer': 0.0657665950700624,
'train_loss_ce': 1.0057465077616328,
'train_loss_ctc_4': 1.4904340770928188,
'train_loss_ctc_8': 1.187138683171828,
'train_loss_fer': 0.20101412663815196,
}),
195: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016534255000000001,
':meta:epoch_num_train_steps': 495,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 94146,
':meta:global_train_step_end': 94641,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-09-57-22 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.49390959166669635,
'dev_loss_ctc_4': 0.8453772650052427,
'dev_loss_ctc_8': 0.6061517173207034,
'dev_loss_fer': 0.10000759128520459,
'devtrain_loss_ce': 0.341162276680123,
'devtrain_loss_ctc_4': 0.6433531202022551,
'devtrain_loss_ctc_8': 0.40065331979435354,
'devtrain_loss_fer': 0.06507619924312161,
'train_loss_ce': 0.9973893235563313,
'train_loss_ctc_4': 1.487657596687292,
'train_loss_ctc_8': 1.1800951953414187,
'train_loss_fer': 0.19910430300149892,
}),
196: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001661593,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 94641,
':meta:global_train_step_end': 95133,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-04-28 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5027694022203916,
'dev_loss_ctc_4': 0.8477644508342704,
'dev_loss_ctc_8': 0.6166771037571525,
'dev_loss_fer': 0.10114628406589235,
'devtrain_loss_ce': 0.3488500987279184,
'devtrain_loss_ctc_4': 0.643972597073096,
'devtrain_loss_ctc_8': 0.4067235153763729,
'devtrain_loss_fer': 0.06558760355937404,
'train_loss_ce': 1.0043526041518833,
'train_loss_ctc_4': 1.4951803256055758,
'train_loss_ctc_8': 1.1834811000957366,
'train_loss_fer': 0.20066510523202688,
}),
197: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016697110000000003,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 370,
':meta:global_train_step': 95133,
':meta:global_train_step_end': 95625,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-11-33 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5352288796582617,
'dev_loss_ctc_4': 0.8455614759919675,
'dev_loss_ctc_8': 0.6222083039393432,
'dev_loss_fer': 0.10386396416913384,
'devtrain_loss_ce': 0.36903469005968514,
'devtrain_loss_ctc_4': 0.640291485352861,
'devtrain_loss_ctc_8': 0.40675262964116066,
'devtrain_loss_fer': 0.06757355698748764,
'train_loss_ce': 1.0232648268477678,
'train_loss_ctc_4': 1.4803746126228814,
'train_loss_ctc_8': 1.178459029275544,
'train_loss_fer': 0.20317936884372126,
}),
198: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001677829,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 373,
':meta:global_train_step': 95625,
':meta:global_train_step_end': 96118,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-18-39 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.48841701372332375,
'dev_loss_ctc_4': 0.8405147947773144,
'dev_loss_ctc_8': 0.6070301268752847,
'dev_loss_fer': 0.100311242693388,
'devtrain_loss_ce': 0.3347295198157353,
'devtrain_loss_ctc_4': 0.639065276661578,
'devtrain_loss_ctc_8': 0.3992680175090388,
'devtrain_loss_fer': 0.06435170979509734,
'train_loss_ce': 1.0023499258317639,
'train_loss_ctc_4': 1.48187115660998,
'train_loss_ctc_8': 1.176904863431462,
'train_loss_fer': 0.19979029923530586,
}),
199: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00016859635,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 371,
':meta:global_train_step': 96118,
':meta:global_train_step_end': 96611,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-25-52 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5238984972887843,
'dev_loss_ctc_4': 0.8553638212394671,
'dev_loss_ctc_8': 0.6229698631166734,
'dev_loss_fer': 0.10202687314962423,
'devtrain_loss_ce': 0.3585117414610462,
'devtrain_loss_ctc_4': 0.6435862772667397,
'devtrain_loss_ctc_8': 0.4036915558569878,
'devtrain_loss_fer': 0.06489720773243327,
'train_loss_ce': 0.9961831631068209,
'train_loss_ctc_4': 1.480962407380507,
'train_loss_ctc_8': 1.1746044365807542,
'train_loss_fer': 0.1987210225962436,
}),
200: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001694098,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 96611,
':meta:global_train_step_end': 97104,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-33-00 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4976566892418441,
'dev_loss_ctc_4': 0.8443246061724266,
'dev_loss_ctc_8': 0.611600982218897,
'dev_loss_fer': 0.10094891065057314,
'devtrain_loss_ce': 0.3328910979282998,
'devtrain_loss_ctc_4': 0.6345708914090201,
'devtrain_loss_ctc_8': 0.39445119351021596,
'devtrain_loss_fer': 0.06415567147386723,
'train_loss_ce': 0.9879285608875372,
'train_loss_ctc_4': 1.47920594292055,
'train_loss_ctc_8': 1.1688015960943139,
'train_loss_fer': 0.1972011107863198,
}),
201: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017022325,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 368,
':meta:global_train_step': 97104,
':meta:global_train_step_end': 97594,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-40-07 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5595855534506543,
'dev_loss_ctc_4': 0.840234366659965,
'dev_loss_ctc_8': 0.6095959808110992,
'dev_loss_fer': 0.10898049039702422,
'devtrain_loss_ce': 0.41949503260269105,
'devtrain_loss_ctc_4': 0.6359885588599732,
'devtrain_loss_ctc_8': 0.4011842958447001,
'devtrain_loss_fer': 0.07537247281033718,
'train_loss_ce': 0.9689160003406591,
'train_loss_ctc_4': 1.4582772021073698,
'train_loss_ctc_8': 1.148331808278359,
'train_loss_fer': 0.193703116316768,
}),
202: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017103175,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 374,
':meta:global_train_step': 97594,
':meta:global_train_step_end': 98087,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-47-07 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.5102220019093862,
'dev_loss_ctc_4': 0.8347503432758412,
'dev_loss_ctc_8': 0.6058432764157451,
'dev_loss_fer': 0.10006832156684127,
'devtrain_loss_ce': 0.3567693236334984,
'devtrain_loss_ctc_4': 0.6310007774818891,
'devtrain_loss_ctc_8': 0.3995151921000752,
'devtrain_loss_fer': 0.06409600763697113,
'train_loss_ce': 0.9899160001926778,
'train_loss_ctc_4': 1.4640444302869515,
'train_loss_ctc_8': 1.1584689507292827,
'train_loss_fer': 0.19689000560392347,
}),
203: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001718452,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 98087,
':meta:global_train_step_end': 98578,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-10-54-17 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4930154009125259,
'dev_loss_ctc_4': 0.8296210679144249,
'dev_loss_ctc_8': 0.6010716801360085,
'dev_loss_fer': 0.09880816822288013,
'devtrain_loss_ce': 0.3404505158953351,
'devtrain_loss_ctc_4': 0.6266696042033573,
'devtrain_loss_ctc_8': 0.38988907491387365,
'devtrain_loss_fer': 0.06261293511983908,
'train_loss_ce': 0.962493971796572,
'train_loss_ctc_4': 1.4538611311127754,
'train_loss_ctc_8': 1.1444839830789129,
'train_loss_fer': 0.1923934279334861,
}),
204: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017265535,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 404,
':meta:global_train_step': 98578,
':meta:global_train_step_end': 99070,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-01-34 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.489581885873923,
'dev_loss_ctc_4': 0.8276458195815423,
'dev_loss_ctc_8': 0.6003900671443245,
'dev_loss_fer': 0.09911181963106354,
'devtrain_loss_ce': 0.3331691846899232,
'devtrain_loss_ctc_4': 0.6183977247052633,
'devtrain_loss_ctc_8': 0.38451510742786804,
'devtrain_loss_fer': 0.061487845624083735,
'train_loss_ce': 0.9546656169790744,
'train_loss_ctc_4': 1.441132522739656,
'train_loss_ctc_8': 1.1321488868128318,
'train_loss_fer': 0.19092779651762534,
}),
205: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017346715,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 388,
':meta:global_train_step': 99070,
':meta:global_train_step_end': 99561,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-09-17 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.47223337223125667,
'dev_loss_ctc_4': 0.8324231195185583,
'dev_loss_ctc_8': 0.6014125545104688,
'dev_loss_fer': 0.09940028846883778,
'devtrain_loss_ce': 0.31782659636180777,
'devtrain_loss_ctc_4': 0.6239946658049371,
'devtrain_loss_ctc_8': 0.38755859960776023,
'devtrain_loss_fer': 0.06245951382496335,
'train_loss_ce': 0.9659103755078513,
'train_loss_ctc_4': 1.4537816429459125,
'train_loss_ctc_8': 1.144429356442402,
'train_loss_fer': 0.19260731057287295,
}),
206: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017427730000000002,
':meta:epoch_num_train_steps': 489,
':meta:epoch_train_time_secs': 370,
':meta:global_train_step': 99561,
':meta:global_train_step_end': 100050,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-16-36 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.47619585028399114,
'dev_loss_ctc_4': 0.8202825972677897,
'dev_loss_ctc_8': 0.5934074089683324,
'dev_loss_fer': 0.09856524709633341,
'devtrain_loss_ce': 0.32277683527144246,
'devtrain_loss_ctc_4': 0.6156723117662547,
'devtrain_loss_ctc_8': 0.383588247190922,
'devtrain_loss_fer': 0.06225495209846238,
'train_loss_ce': 0.9656959484787646,
'train_loss_ctc_4': 1.4487037349192629,
'train_loss_ctc_8': 1.1394733516853857,
'train_loss_fer': 0.19290208520373645,
}),
207: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017508415000000002,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 405,
':meta:global_train_step': 100050,
':meta:global_train_step_end': 100544,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-24-07 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4747490891199091,
'dev_loss_ctc_4': 0.8319894812513048,
'dev_loss_ctc_8': 0.5966627363788324,
'dev_loss_fer': 0.09797312685037576,
'devtrain_loss_ce': 0.31757810481517795,
'devtrain_loss_ctc_4': 0.6202786093716373,
'devtrain_loss_ctc_8': 0.38309861308963983,
'devtrain_loss_fer': 0.06087416044458082,
'train_loss_ce': 0.9493853823232061,
'train_loss_ctc_4': 1.4324965052786074,
'train_loss_ctc_8': 1.1217060051091183,
'train_loss_fer': 0.18984195838469106,
}),
208: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017589925,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 442,
':meta:global_train_step': 100544,
':meta:global_train_step_end': 101036,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-32-10 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.48547587859859537,
'dev_loss_ctc_4': 0.8258306248606287,
'dev_loss_ctc_8': 0.5975203292060168,
'dev_loss_fer': 0.09996204357397707,
'devtrain_loss_ce': 0.3271456352952581,
'devtrain_loss_ctc_4': 0.613884745485958,
'devtrain_loss_ctc_8': 0.3823968895717768,
'devtrain_loss_fer': 0.06114690941324878,
'train_loss_ce': 0.9515333999135089,
'train_loss_ctc_4': 1.4354765317832998,
'train_loss_ctc_8': 1.1278515245482341,
'train_loss_fer': 0.1905983783228985,
}),
209: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00017671105,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 375,
':meta:global_train_step': 101036,
':meta:global_train_step_end': 101529,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-40-22 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4700383871424979,
'dev_loss_ctc_4': 0.815540419071562,
'dev_loss_ctc_8': 0.5880545391215104,
'dev_loss_fer': 0.09640932209823123,
'devtrain_loss_ce': 0.31593930327454584,
'devtrain_loss_ctc_4': 0.6082864960144424,
'devtrain_loss_ctc_8': 0.37431937664425147,
'devtrain_loss_fer': 0.06036275612832839,
'train_loss_ce': 0.9661961847124003,
'train_loss_ctc_4': 1.4502812937819838,
'train_loss_ctc_8': 1.1417491666297723,
'train_loss_fer': 0.1927435436911906,
}),
210: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0001775245,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 370,
':meta:global_train_step': 101529,
':meta:global_train_step_end': 102019,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-47-26 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.4773473172183099,
'dev_loss_ctc_4': 0.8196120927394102,
'dev_loss_ctc_8': 0.5883539195050956,
'dev_loss_fer': 0.09569574128900023,
'devtrain_loss_ce': 0.325388178214599,
'devtrain_loss_ctc_4': 0.6106937077192486,
'devtrain_loss_ctc_8': 0.3755310049229657,
'devtrain_loss_fer': 0.060064436943847804,
'train_loss_ce': 0.9525478006080713,
'train_loss_ctc_4': 1.4355587775214573,
'train_loss_ctc_8': 1.1279620822210243,
'train_loss_fer': 0.19016337845409773,
}),
211: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.000178333,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 372,
':meta:global_train_step': 102019,
':meta:global_train_step_end': 102512,
':meta:hostname': 'cn-505',
':meta:returnn': '1.20240513.232708+git.c066ef9c',
':meta:time': '2024-06-04-11-54-27 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.47059951164832303,
'dev_loss_ctc_4': 0.8127959609692292,
'dev_loss_ctc_8': 0.5869088017912468,
'dev_loss_fer': 0.09551355044409018,
'devtrain_loss_ce': 0.31963726593971675,
'devtrain_loss_ctc_4': 0.6065789609929021,
'devtrain_loss_ctc_8': 0.37459557628108114,
'devtrain_loss_fer': 0.059510415601241005,
